Geo Point;Geo Shape;gml_id;id;id_evt;commune;quartier;localisation;commentaire;date_deb;date_fin;type;interlocuteur;libelle;niv_perturbation;date_maj
48.10321406134033, -1.6809123007933755;"{""coordinates"": [[[-1.680952761962769, 48.10228117400091], [-1.681200469227369, 48.10311611919871], [-1.681191728432339, 48.1032036094113], [-1.681145750386164, 48.1032928861985]], [[-1.680882387614058, 48.103711845862456], [-1.680940379741424, 48.10386271029465]], [[-1.681145750386164, 48.1032928861985], [-1.680994332390287, 48.1033007240272], [-1.680758762579854, 48.103332110822315], [-1.680497900552098, 48.10336955756393], [-1.680616831585833, 48.10374987408348]], [[-1.681145750386164, 48.1032928861985], [-1.68102452632251, 48.10331350097139], [-1.68093848855339, 48.10334827160137], [-1.680881471465681, 48.10339744920756], [-1.680843017482153, 48.103465874906746], [-1.680830809898775, 48.103532961628176], [-1.680840226425752, 48.10359817672167], [-1.680882387614058, 48.103711845862456]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-19d3;191;75276;35238 - Rennes;1 - Centre;Place du 50ème d'Artillerie, Rue du 7ème d'Artillerie;Circulation interdite;2025-06-02T02:00:00+02:00;2025-07-04T02:00:00+02:00;Circulation interdite;;sur réseaux ou ouvrages de transport ou distribution de chaleur;Impact limité;2025-05-26T20:19:22+02:00
48.14599785215465, -1.824511396856967;"{""coordinates"": [[[-1.830197071369317, 48.14845449565549], [-1.830112617670618, 48.1483516521183]], [[-1.830024520620338, 48.14836207807772], [-1.829825708978537, 48.14838606942799], [-1.829544076314474, 48.148399456041886], [-1.829162264214075, 48.14841235312406], [-1.828670013285888, 48.14839859302383], [-1.827080459614788, 48.14835108097732], [-1.826955283753827, 48.148337558069294], [-1.82636534528993, 48.14822932050936], [-1.825972051962256, 48.148148816327726], [-1.825523460371032, 48.148101920862686], [-1.825242691237014, 48.148074582784176], [-1.825008935065282, 48.14804996610691], [-1.824840821607905, 48.14802728983998], [-1.824716072974144, 48.14796837500505], [-1.824660748944039, 48.14790185531358], [-1.824579779131149, 48.1477112480245], [-1.824537383566973, 48.1474775509945], [-1.824517556768327, 48.14734070311188], [-1.824458556289364, 48.147110061072205], [-1.824435227947871, 48.1469358111085], [-1.824389553637579, 48.14664317286826], [-1.824249309052483, 48.14564462048994], [-1.824197589228342, 48.145416802197424], [-1.82413087708904, 48.14517866069808], [-1.824048028283987, 48.145017858273256], [-1.823901858835562, 48.14480495189224], [-1.823589755254564, 48.14449261404542], [-1.82332250866341, 48.144309816019884], [-1.822967215729675, 48.14413540212516], [-1.822256156827397, 48.14386449255741], [-1.821788792887348, 48.14363306540662], [-1.821633194907432, 48.14351911750121], [-1.821368125364492, 48.14323452944611], [-1.821197962089471, 48.14303983566429], [-1.8209104690567, 48.14282005286142], [-1.820674685506935, 48.142698512303596], [-1.820333683018052, 48.142576686385524], [-1.82005497991358, 48.142521088830954], [-1.819794034493124, 48.14248039199744], [-1.819269571000619, 48.14243508851797], [-1.819237409245269, 48.14244112945897]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-19b3;227;75299;35275 - Saint-Gilles;;Launay Malivel,  de la Janais jusqu'à Ridolet,la Janais, de la Route départementale 21 jusqu'à Launay Malivel,Ridolet,  de Launay Malivel jusqu'au 127;Circulation interdite;2025-06-10T02:00:00+02:00;2025-07-11T02:00:00+02:00;Circulation interdite;;;Impact limité;2025-05-27T20:19:57+02:00
48.09737231819738, -1.6614039150079787;"{""coordinates"": [[[-1.660996510700693, 48.09982051635898], [-1.660904181402444, 48.099732884696]], [[-1.661794132007253, 48.09349485112149], [-1.661815333576109, 48.09337523065777], [-1.661836605766312, 48.09328020643809], [-1.661866683200489, 48.09324639226436]], [[-1.661550538489771, 48.094948959433324], [-1.661575183686546, 48.09460249118962]], [[-1.661379775738028, 48.10018170408567], [-1.660996510700693, 48.09982051635898]], [[-1.661527487065693, 48.095274368161405], [-1.661550538489771, 48.094948959433324]], [[-1.661511716508301, 48.09587980320502], [-1.661527487065693, 48.095274368161405]], [[-1.661885298406616, 48.093117711920506], [-1.661801618328941, 48.09301508994942], [-1.661781323703434, 48.09295572180648], [-1.66176109087431, 48.09284643206222], [-1.661741512537789, 48.09273098851736], [-1.661712822603927, 48.09248345771336]], [[-1.660904181402444, 48.099732884696], [-1.660824199430807, 48.0996307930621], [-1.660776184719, 48.099566871943644], [-1.66073808813083, 48.09950254869264], [-1.660700772873828, 48.099426029380766], [-1.660676426223095, 48.099345650332204], [-1.660651823685851, 48.0991641821947], [-1.660639205684583, 48.09898880593398], [-1.660634773831604, 48.098860854208375], [-1.660637490124928, 48.09873162149907], [-1.660654848586437, 48.09862747548719], [-1.660680473845724, 48.09847190392209], [-1.660731963108509, 48.09830185783145], [-1.660829123425211, 48.09800903702143]], [[-1.661348264742596, 48.09645112950253], [-1.661511716508301, 48.09587980320502]], [[-1.661774691756851, 48.093625032725015], [-1.661779611369088, 48.09360654154789], [-1.661794132007253, 48.09349485112149]], [[-1.66137870702055, 48.102765821062135], [-1.661599482728588, 48.10244600179521], [-1.66170307579084, 48.101740592451876], [-1.661738905451873, 48.10159226594453], [-1.661916894932872, 48.10095988915418], [-1.661942036799271, 48.10086299623051], [-1.6619259456606, 48.10077128958003], [-1.661900350987855, 48.10071880423877], [-1.661837503390111, 48.10063367921761], [-1.661379775738028, 48.10018170408567]], [[-1.661575183686546, 48.09460249118962], [-1.661591591519472, 48.094309249561945], [-1.661774691756851, 48.093625032725015]], [[-1.660829123425211, 48.09800903702143], [-1.661348264742596, 48.09645112950253]], [[-1.66171191040845, 48.091894377273164], [-1.661695826904232, 48.091758067436395], [-1.661650311614676, 48.09161457136972]], [[-1.661712822603927, 48.09248345771336], [-1.66171191040845, 48.091894377273164]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-19b2;260;75442;35238 - Rennes;7 - La Pommeraie, 8 - Sud gare;Rue Adolphe Leray au droit et à l'avancement des travaux;Circulation alternée;2025-06-11T02:00:00+02:00;2025-06-21T02:00:00+02:00;Circulation alternée;;sur réseaux ou ouvrages d'éclairage public;Impact limité;2025-06-06T20:20:01+02:00
48.112129307624265, -1.684652036498639;"{""coordinates"": [[[-1.684577301957038, 48.112377643790005], [-1.684312727479462, 48.11214612242514]], [[-1.684577301957038, 48.112377643790005], [-1.684799575212175, 48.11257006922552]], [[-1.684299143982011, 48.11165738984425], [-1.68450226394755, 48.11175751451403], [-1.684637384823184, 48.11184671290219], [-1.684829007893324, 48.11201156027141]], [[-1.684829007893324, 48.11201156027141], [-1.684983311640891, 48.1121443019824], [-1.684577301957038, 48.112377643790005]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-19ad;270;75433;35238 - Rennes;1 - Centre;Rue de Juillet, de la Rue des Portes Mordelaises jusqu'à la Place des Lices, Rue des Portes Mordelaises;Rétrécissement temporaire de largeur de voie;2025-06-12T02:00:00+02:00;2025-06-20T02:00:00+02:00;Rétrécissement temporaire de largeur de voie;;;Impact limité;2025-06-05T20:20:45+02:00
48.10897971076905, -1.6936773782445227;"{""coordinates"": [[[-1.693582619480997, 48.108790680029344], [-1.693772137008049, 48.109168741508746]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-19aa;283;75504;35238 - Rennes;3 - Bourg l'Evesque / La Touche / Moulin du Comte;Rue de Lorgeril, du Mail François Mitterrand jusqu'au 5;Circulation interdite;2025-06-13T02:00:00+02:00;2025-06-20T02:00:00+02:00;Circulation interdite;;;Impact limité;2025-06-10T20:20:06+02:00
48.11292904019629, -1.6802254754424697;"{""coordinates"": [[[-1.680293147898905, 48.11274133134432], [-1.68005880757815, 48.11274933777632], [-1.680074649510907, 48.11313885885623], [-1.680111826658848, 48.11316005280079]], [[-1.680489700637986, 48.11293814539347], [-1.680111826658848, 48.11316005280079]], [[-1.680293147898905, 48.11274133134432], [-1.680489700637986, 48.11293814539347]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-19a6;275;75415;35238 - Rennes;1 - Centre;Rue du Champ Jacquet, de la Rue Leperdit jusqu'à la Rue de la Motte-Fablet, Place du Champ Jacquet;Circulation interdite;2025-06-13T02:00:00+02:00;2025-08-29T02:00:00+02:00;Circulation interdite;;;Impact limité;2025-06-05T20:20:45+02:00
48.109849570021495, -1.6810291151886276;"{""coordinates"": [[[-1.680979133032568, 48.10984966759658], [-1.681079097344687, 48.10984947244642]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-19a5;332;75528;35238 - Rennes;1 - Centre;5 Quai Lamennais;Rétrécissement temporaire de largeur de voie;2025-06-16T02:00:00+02:00;2025-06-20T02:00:00+02:00;Rétrécissement temporaire de largeur de voie;;sur réseaux ou ouvrages de gaz;Impact limité;2025-06-11T20:20:02+02:00
48.122736026575915, -1.66914189629738;"{""coordinates"": [[[-1.669176612201074, 48.122699793784605], [-1.669107180393686, 48.122772259367224]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-19a2;339;75559;35238 - Rennes;2 - Thabor / Saint-Hélier / Alphonse Guérin / Baud-Chardonnet, 5 - Maurepas / Bellangerais;154 Rue d'Antrain;Rétrécissement temporaire de largeur de voie;2025-06-16T02:00:00+02:00;2025-06-20T02:00:00+02:00;Rétrécissement temporaire de largeur de voie;;sur réseaux ou ouvrages d'eau potable;Impact limité;2025-06-12T20:20:00+02:00
48.22137620828218, -1.7962727029396879;"{""coordinates"": [[[-1.799014418897286, 48.22133545102463], [-1.799763222626991, 48.22134812753066]], [[-1.793117302428692, 48.22139725430914], [-1.79312485071379, 48.22099028816438], [-1.793060014146562, 48.22094466208454], [-1.793070639281716, 48.22051322941836]], [[-1.792447355652405, 48.22135031799916], [-1.792995237026482, 48.221391420147896], [-1.793117302428692, 48.22139725430914]], [[-1.79888516130588, 48.22147386162216], [-1.798748276879243, 48.221428885231376], [-1.797911559259666, 48.22145106031419], [-1.797144458332594, 48.221508338229995], [-1.796540811688224, 48.221539803584065]], [[-1.791890552802489, 48.22135619278012], [-1.792051271271873, 48.221336136781694], [-1.792321615120122, 48.22133826497004], [-1.792447355652405, 48.22135031799916]], [[-1.796531776006858, 48.22143882606776], [-1.797101270541839, 48.22141809403935], [-1.797634729299483, 48.22137965277471], [-1.798170305013283, 48.22133787495214], [-1.798622967818042, 48.221319023997616], [-1.799014418897286, 48.22133545102463]], [[-1.795451881843211, 48.22146169454086], [-1.795661049164183, 48.22145606552769]], [[-1.793117302428692, 48.22139725430914], [-1.79379924964361, 48.22142984516242], [-1.793856784526859, 48.221432184202804]], [[-1.799763222626991, 48.22134812753066], [-1.80021042412466, 48.221351696517836], [-1.800546179725793, 48.221337708330246]], [[-1.794555874672646, 48.22145583902702], [-1.795451881843211, 48.22146169454086]], [[-1.793856784526859, 48.221432184202804], [-1.794555874672646, 48.22145583902702]], [[-1.795661049164183, 48.22145606552769], [-1.796531776006858, 48.22143882606776]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-19a1;341;75375;35120 - Gévezé;;Rue de Romillé à l'ouest du 19;Circulation alternée;2025-06-16T02:00:00+02:00;2025-06-20T02:00:00+02:00;Circulation alternée;;sur réseaux ou ouvrages d'eau potable;Impact limité;2025-06-03T20:19:48+02:00
48.08021714315333, -1.713862346462929;"{""coordinates"": [[[-1.713805890066609, 48.080835078870074], [-1.713888821376041, 48.07992970581591]], [[-1.713888821376041, 48.07992970581591], [-1.713918009821474, 48.079599136104434]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-19a0;308;75336;35281 - Saint-Jacques-de-la-Lande;;Rue François Mitterrand;Circulation interdite;2025-06-16T02:00:00+02:00;2025-06-20T02:00:00+02:00;Circulation interdite;;;Impact limité;2025-05-28T20:19:34+02:00
48.05599134756481, -1.7008483231630729;"{""coordinates"": [[[-1.697711501386694, 48.05602955321846], [-1.698006174902025, 48.05604939754742], [-1.700325003898133, 48.05595411874271], [-1.700562688212533, 48.055972269829496]], [[-1.700868953836001, 48.05591616432881], [-1.70088220483061, 48.05604380630536]], [[-1.70088220483061, 48.05604380630536], [-1.701106601823793, 48.05603609515477], [-1.701617979337997, 48.056019515486796]], [[-1.70088220483061, 48.05604380630536], [-1.700908936140813, 48.056104381780365], [-1.700939937969065, 48.056140325680985], [-1.700989049669454, 48.056160205128265], [-1.701046819109929, 48.05616769058505], [-1.701139643556492, 48.05616608003328], [-1.701218177104719, 48.056150826865704], [-1.70143268835207, 48.05608841648271], [-1.701546513174127, 48.05604873409453], [-1.701617979337997, 48.056019515486796]], [[-1.700868953836001, 48.05591616432881], [-1.70075676553342, 48.055921597598385], [-1.700562688212533, 48.055972269829496]], [[-1.700562688212533, 48.055972269829496], [-1.700617047130275, 48.05601563633187], [-1.700773274968916, 48.05604754911415], [-1.70088220483061, 48.05604380630536]], [[-1.701811800974089, 48.05601640092398], [-1.702035678922836, 48.056011197383235], [-1.702220795448758, 48.056020036000874], [-1.702512495801098, 48.0560529673453], [-1.702729643895949, 48.05609113927754], [-1.702846573907014, 48.05612137471383], [-1.70293375743341, 48.05614735655535]], [[-1.701617979337997, 48.056019515486796], [-1.701811800974089, 48.05601640092398]], [[-1.703058438989688, 48.055884057423405], [-1.702895615390296, 48.05590934042063], [-1.702774050542221, 48.05592132223975], [-1.702640177722781, 48.05591279416056], [-1.702512517302293, 48.055886500455664], [-1.702332695611351, 48.055860590433824], [-1.702157222687888, 48.05585376495651], [-1.701817705548962, 48.05587021139499]], [[-1.701817705548962, 48.05587021139499], [-1.700868953836001, 48.05591616432881]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-199e;312;75427;35206 - Noyal-Châtillon-sur-Seiche;;Rue des Frères Sizaire;Rétrécissement temporaire de largeur de voie - PLATEFORMES;2025-06-16T02:00:00+02:00;2025-06-25T02:00:00+02:00;Rétrécissement temporaire de largeur de voie - PLATEFORMES;;sur réseaux ou ouvrages électriques;Impact limité;2025-06-05T20:20:45+02:00
48.04771235035578, -1.5946109015195742;"{""coordinates"": [[[-1.588802677048769, 48.04784639288331], [-1.589091842678161, 48.04698667961171], [-1.589010004187437, 48.04697678318315]], [[-1.601518485807117, 48.04749207561489], [-1.601194222217452, 48.047489290672544], [-1.600741829124553, 48.047510360450964]], [[-1.588802677048769, 48.04784639288331], [-1.588639757228156, 48.047908089211205], [-1.588536044683801, 48.04797318856773], [-1.588472097263393, 48.048079993935154], [-1.588437957535331, 48.048197529409926]], [[-1.596537006511744, 48.048231834238706], [-1.596399278280607, 48.04823435246278]], [[-1.592399720727499, 48.04746711453012], [-1.591705173199879, 48.04757700198557], [-1.591180707177503, 48.04764385662678]], [[-1.596399278280607, 48.04823435246278], [-1.596149410054353, 48.04823274644987]], [[-1.593957505399376, 48.047758202219], [-1.594044760527062, 48.04753336821892], [-1.594092750138882, 48.04739942008741]], [[-1.589344358303421, 48.047797154584664], [-1.589633416340899, 48.04704705370593]], [[-1.591180707177503, 48.04764385662678], [-1.590258627024863, 48.04771836119264], [-1.589344358303421, 48.047797154584664]], [[-1.589344358303421, 48.047797154584664], [-1.589073020535936, 48.04781700240625], [-1.588802677048769, 48.04784639288331]], [[-1.593161410711298, 48.04750331461071], [-1.5930716856754, 48.047474586017294], [-1.592827125024749, 48.04743236495288], [-1.592522709577258, 48.047447655432045], [-1.592399720727499, 48.04746711453012]], [[-1.599510559107125, 48.04769104936155], [-1.598933447791663, 48.04776727893604], [-1.598600387607851, 48.04781596693494]], [[-1.597667302805756, 48.04801530403198], [-1.597202029783137, 48.04816275535745], [-1.597018537442511, 48.048209566342976], [-1.596796422897671, 48.04822709152129], [-1.596537006511744, 48.048231834238706]], [[-1.596149410054353, 48.04823274644987], [-1.595479438392651, 48.04823912000027], [-1.594894393527561, 48.04805815781953], [-1.593957505399376, 48.047758202219]], [[-1.593446903138483, 48.046811494647024], [-1.593161410711298, 48.04750331461071]], [[-1.600741829124553, 48.047510360450964], [-1.600295534188535, 48.04754343998882], [-1.599726760480885, 48.047658569668144], [-1.599510559107125, 48.04769104936155]], [[-1.598600387607851, 48.04781596693494], [-1.598130565448519, 48.047876510811726], [-1.597667302805756, 48.04801530403198]], [[-1.602465979773299, 48.04760709208975], [-1.602315985329245, 48.04758527479446], [-1.601964235300311, 48.04754491578512], [-1.601518485807117, 48.04749207561489]], [[-1.593957505399376, 48.047758202219], [-1.593806813801314, 48.04770995489637], [-1.593161410711298, 48.04750331461071]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1999;307;75330;35352 - Vern-sur-Seiche;;Avenue de la Gare;Circulation interdite;2025-06-16T02:00:00+02:00;2025-06-27T02:00:00+02:00;Circulation interdite;;sur voirie;Impact limité;2025-05-28T20:19:34+02:00
48.09690063953698, -1.6910818986865797;"{""coordinates"": [[[-1.69116420551605, 48.096875457355196], [-1.690999591857109, 48.09692582171878]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1996;320;75482;35238 - Rennes;8 - Sud gare;Boulevard Jean Mermoz  face à la résidence 23 rue de la courouze;Rétrécissement temporaire de largeur de voie;2025-06-16T02:00:00+02:00;2025-06-27T02:00:00+02:00;Rétrécissement temporaire de largeur de voie;;sur réseaux ou ouvrages de télécommunications;Impact limité;2025-06-10T20:20:06+02:00
48.11053738010196, -1.6602440574935713;"{""coordinates"": [[[-1.660436009962499, 48.110747993331636], [-1.660052105024644, 48.11032676687228]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1990;333;75517;35238 - Rennes;2 - Thabor / Saint-Hélier / Alphonse Guérin / Baud-Chardonnet;Boulevard Jeanne d'Arc, de la Rue Jean Malo-Renault jusqu'à l'Avenue Aristide Briand;Circulation interdite;2025-06-16T02:00:00+02:00;2025-07-17T02:00:00+02:00;Circulation interdite;;;Impact limité;2025-06-11T20:20:02+02:00
48.123176538556194, -1.7552098283893387;"{""coordinates"": [[[-1.755384691551224, 48.12315800403535], [-1.755466194683371, 48.12286155819816], [-1.755588437067494, 48.12256342309175]], [[-1.756075499499179, 48.12115247719361], [-1.755831061757655, 48.12189957425788]], [[-1.755330951536985, 48.12342884956694], [-1.755116342216775, 48.12451799331983], [-1.754953567143604, 48.124860557304196], [-1.753545295025096, 48.126394930505846], [-1.753037991467642, 48.12678094283095]], [[-1.755831061757655, 48.12189957425788], [-1.75564557820822, 48.12240750070869]], [[-1.756255885300998, 48.12010581131679], [-1.756184915141922, 48.12064604479658]], [[-1.755330951536985, 48.12342884956694], [-1.755384691551224, 48.12315800403535]], [[-1.756144269698295, 48.12088573831807], [-1.756075499499179, 48.12115247719361]], [[-1.756184915141922, 48.12064604479658], [-1.756144269698295, 48.12088573831807]], [[-1.756259464592129, 48.11899907297685], [-1.75625539495781, 48.119290636780676], [-1.756268373929599, 48.11986784004543], [-1.756255885300998, 48.12010581131679]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-198e;328;75423;35353 - Vezin-le-Coquet;;Rue de la Belle Epine et Belle Epine;Circulation alternée;2025-06-16T02:00:00+02:00;2025-07-17T02:00:00+02:00;Circulation alternée;;sur réseaux ou ouvrages de fibre optique;Impact limité;2025-06-05T20:20:45+02:00
48.08848209697152, -1.6698318205228224;"{""coordinates"": [[[-1.670094994590616, 48.08848759489514], [-1.669568646455029, 48.0884765990479]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1986;345;75633;35238 - Rennes;8 - Sud gare;Boulevard Louis Volclair;Rétrécissement temporaire de largeur de voie;2025-06-17T02:00:00+02:00;2025-06-20T02:00:00+02:00;Rétrécissement temporaire de largeur de voie;;sur réseaux ou ouvrages d'eaux usées / assainissement;Impact limité;2025-06-16T20:20:29+02:00
48.08616854078133, -1.6770876737450846;"{""coordinates"": [[[-1.677306775266031, 48.08601347328098], [-1.677295061095249, 48.08633374292828]], [[-1.677295061095249, 48.08633374292828], [-1.676955687794228, 48.086337462333525], [-1.676958320332607, 48.08601341742974]], [[-1.677295061095249, 48.08633374292828], [-1.677281259405237, 48.08671257751875]], [[-1.676958320332607, 48.08601341742974], [-1.677306775266031, 48.08601347328098]], [[-1.676958320332607, 48.08601341742974], [-1.67689779635489, 48.08600301218356], [-1.676900297037911, 48.085844736874364], [-1.67668929174001, 48.085840142661155], [-1.676632568027127, 48.08580290711179]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1982;351;75615;35238 - Rennes;12 - Bréquigny;Square de Copenhague;Rétrécissement temporaire de largeur de voie;2025-06-18T02:00:00+02:00;2025-07-04T02:00:00+02:00;Rétrécissement temporaire de largeur de voie;;de pose de mat de videosurveillance;Impact limité;2025-06-16T20:20:29+02:00
